2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H5042,CDPHP Medicare Choices,"CDPHP UNIVERSAL BENEFITS, INC.",0:34,0:53,90.3%,67.7%,0,No appeals required review,93.8%,0.36,0.18,10.4%,No data available,88.0%,84.5%,91.8%,88.0%,79.8%,11.4,14.1%,85.6%,,,,
H5050,Group Health Cooperative,GROUP HEALTH COOPERATIVE,0:32,0:25,63.6%,83.1%,3,Not enough data available to calculate measure,49.1%,0.11,0.09,2.5%,No data available,88.4%,86.3%,93.9%,99.8%,82.8%,13.9,14.8%,89.5%,,,,
H5087,Easy Choice Health Plan,EASY CHOICE HEALTH PLAN INC.,0:19,0:08,84.4%,69.0%,0,No appeals required review,Not enough data available to calculate measure,0.25,0.25,Not enough data available to calculate measure,No data available,63.7%,81.6%,89.7%,99.9%,83.0%,18.5,36.9%,90.0%,,,,
H5106,Highmark Health Insurance Company,HIGHMARK HEALTH INSURANCE COMPANY,0:25,0:31,90.5%,95.8%,0,Not enough data available to calculate measure,100.0%,0.19,0.37,5.9%,34,86.7%,85.1%,93.4%,98.3%,73.0%,10.8,25.4%,83.7%,,,,
H5151,The Health Plan,HEALTH PLAN OF THE UPPER OHIO VALLEY,0:14,0:31,83.7%,72.5%,0,No appeals required review,Not enough data available to calculate measure,0.09,0.07,1.4%,90,86.5%,87.4%,92.4%,96.3%,78.0%,13.8,22.8%,78.5%,,,,
H5162,Sterling Life Insurance Company,STERLING LIFE INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H5206,Community Health Partnership,"PARTNERSHIP HEALTH PLAN, INC.",0:14,0:18,73.4%,60.4%,0,No appeals required review,90.0%,0,0,Not enough data available to calculate measure,No data available,91.9%,92.7%,95.1%,97.6%,78.8%,16.1,31.5%,76.1%,,,,
H5207,Community Care,"COMMUNITY CARE HEALTH PLAN, INC",0:01,0:00,61.0%,64.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.3%,91.4%,6.9,24.0%,91.8%,,,,
H5209,"Care Wisconsin Health Plan, Inc.","CARE WISCONSIN HEALTH PLAN, INC.",0:37,0:00,71.8%,67.3%,0,No appeals required review,Not enough data available to calculate measure,0,0,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.0%,92.1%,35.9,20.4%,82.6%,,,,
H5211,"Security Health Plan Of Wisconsin, Inc","SECURITY HEALTH PLAN OF WISCONSIN, INC",1:46,0:17,82.1%,70.1%,0,No appeals required review,84.6%,0.1,0,1.8%,No data available,93.5%,89.5%,94.6%,99.3%,73.6%,13.9,15.1%,82.9%,,,,
H5214,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,71.0%,50.6%,12.8,28.6%,90.0%,0.21,0.29,19.3%,No data available,81.2%,82.2%,88.6%,99.7%,80.5%,20.4,22.9%,85.8%,,,,
H5215,Network Platinum Medicare Advantage Plans,NETWORK HEALTH INSURANCE CORPORATION,0:18,0:33,86.8%,84.0%,0.7,Not enough data available to calculate measure,100.0%,0.07,0.05,1.2%,No data available,89.2%,87.8%,93.7%,99.5%,54.1%,18.0,16.5%,80.6%,,,,
H5216,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,23.8,16.7%,80.0%,0.33,0.59,32.6%,No data available,77.0%,79.2%,88.7%,99.5%,80.7%,20.1,16.8%,80.0%,,,,
H5253,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF WISCONSIN, INC",0:37,0:38,76.0%,48.6%,2.4,83.3%,65.7%,0.63,0.2,4.3%,No data available,73.0%,82.5%,89.4%,98.5%,77.3%,21.7,11.6%,83.2%,,,,
H5262,"Gundersen Lutheran Health Plan, Inc.",GUNDERSEN LUTHERAN HEALTH PLAN,0:36,0:18,84.6%,46.2%,0,No appeals required review,60.8%,0.02,0.02,1.2%,No data available,87.9%,88.4%,94.9%,99.1%,78.5%,9.2,13.3%,85.4%,,,,
H5291,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",0:36,0:21,71.0%,52.9%,8.4,Not enough data available to calculate measure,Not enough data available to calculate measure,0.98,0.28,28.5%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.0%,80.7%,29.4,19.9%,93.1%,,,,
H5294,Advantage by SuperiorHealthPlan,"SUPERIOR HEALTH PLAN, INC.",0:25,0:14,61.1%,71.3%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,77.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,21.6%,87.2%,,,,
H5302,Advantra,"COVENTRY HEALTH CARE OF GEORGIA, INC.",0:33,0:31,67.8%,49.4%,0,No appeals required review,100.0%,1.04,0.52,15.8%,No data available,81.5%,83.4%,88.6%,97.2%,57.0%,14.9,32.3%,91.0%,,,,
H5378,Universal American,THE PYRAMID LIFE INSURANCE COMPANY,0:42,0:49,72.4%,27.9%,Not enough data available to calculate measure,No appeals required review,53.3%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,85.6%,41.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H5402,Quality Health Plans,"QUALITY HEALTH PLANS, INC.",1:26,2:44,82.3%,12.2%,6.7,42.9%,75.2%,0.53,0.58,21.8%,No data available,79.4%,83.1%,89.3%,99.9%,81.5%,20.8,25.4%,81.6%,,,,
H5404,"Universal Health Care, Inc.","UNIVERSAL HEALTH CARE, INC.",0:24,0:29,72.3%,29.2%,0,Not enough data available to calculate measure,53.6%,0.64,0.5,24.5%,20,80.8%,83.2%,89.9%,99.5%,73.7%,15.4,20.5%,78.0%,,,,
H5407,"Citrus Health Care, Inc.","CITRUS HEALTH CARE, INC.",0:19,0:18,70.5%,70.8%,0,No appeals required review,58.9%,1.71,0.69,28.8%,49,74.3%,79.3%,88.4%,97.7%,78.6%,8.8,26.4%,87.5%,,,,
H5410,"HealthSpring of Florida, Inc.","HEALTHSPRING OF FLORIDA, INC.",0:08,0:10,73.7%,66.5%,0,No appeals required review,85.2%,0.04,0.03,5.2%,No data available,90.3%,92.6%,90.8%,99.6%,81.6%,0.7,43.3%,88.6%,,,,
H5414,Aetna Medicare,AETNA HEALTH INC.,0:40,0:15,67.1%,48.2%,12.4,Not enough data available to calculate measure,0.0%,0.89,1.1,30.7%,No data available,79.1%,77.7%,86.8%,95.7%,84.7%,21.5,8.3%,83.4%,,,,
H5415,"Humana Health Insurance Company of FL, Inc.","HUMANA HEALTH INSURANCE COMPANY OF FL, INC.",0:35,0:21,71.0%,50.6%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,30.8%,No data available,80.7%,78.9%,88.1%,99.7%,80.0%,18.8,24.5%,78.7%,,,,
H5416,Spokane Community Care,"ARCADIAN HEALTH PLAN, INC.",0:36,0:51,85.2%,58.2%,0,No appeals required review,63.0%,0.25,0.3,10.1%,58,83.3%,82.0%,88.2%,99.0%,77.9%,13.0,18.2%,88.3%,,,,
H5417,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:37,0:39,76.3%,50.2%,2.5,85.7%,52.6%,0.9,0.39,19.3%,No data available,76.6%,80.2%,89.9%,98.7%,81.8%,22.4,26.1%,80.1%,,,,
H5419,Anthem Blue Cross,BLUE CROSS OF CALIFORNIA,0:51,0:46,Not enough data available to calculate measure,Not enough data available to calculate measure,7.7,50.0%,54.2%,1.91,0.42,9.8%,66,78.0%,80.9%,89.7%,99.1%,100.0%,6.3,21.7%,85.2%,,,,
H5420,"Medica HealthCare Plans, Inc.","MEDICA HEALTHCARE PLANS, INC.",0:39,0:37,76.6%,64.4%,0,No appeals required review,40.0%,0.17,0.2,8.4%,29,84.8%,89.8%,89.3%,100.0%,48.4%,17.4,30.8%,79.9%,,,,
H5421,Universal American,THE PYRAMID LIFE INSURANCE COMPANY,0:33,0:49,77.8%,20.5%,1.2,20.0%,74.3%,7.89,3.42,32.4%,53,72.8%,81.8%,89.4%,90.2%,42.4%,20.2,23.7%,81.8%,,,,
H5422,Blue Cross Blue Shield Healthcare Plan of Georgia,BLUE CROSS BLUE SHIELD OF GEORGIA,1:07,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,0,No appeals required review,14.3%,2.16,0.69,20.8%,66,77.1%,77.8%,86.5%,99.9%,100.0%,8.6,20.5%,83.9%,,,,
H5424,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,1:15,0:30,75.4%,54.8%,1.5,Not enough data available to calculate measure,83.3%,0.41,0.58,11.3%,No data available,75.1%,80.8%,85.9%,98.9%,77.0%,16.6,14.8%,84.1%,,,,
H5425,SCAN Health Plan,SCAN HEALTH PLAN,0:40,0:32,81.3%,89.0%,0.6,60.0%,74.2%,0.29,0.11,10.1%,10,87.6%,85.9%,90.8%,99.9%,49.6%,47.7,16.9%,86.6%,,,,
H5426,"Humana AdvantageCare Plan, Inc.","HUMANA ADVANTAGECARE PLAN, INC.",0:35,0:21,68.4%,52.2%,15.3,0.0%,57.9%,1.32,0.74,18.8%,No data available,76.4%,82.6%,88.2%,93.9%,79.8%,18.6,20.9%,83.8%,,,,
H5427,"Freedom Health, Inc.","FREEDOM HEALTH PLAN, INC.",0:11,0:43,71.7%,27.9%,0,Not enough data available to calculate measure,0.0%,0.9,0.83,27.1%,No data available,78.1%,82.1%,87.2%,99.6%,77.7%,11.6,20.7%,81.5%,,,,
H5428,Health Plan of San Mateo,SAN MATEO HEALTH COMMISSION,0:29,0:21,73.2%,22.3%,0,No appeals required review,Not enough data available to calculate measure,0.11,0.02,Not enough data available to calculate measure,No data available,80.0%,83.4%,85.9%,99.8%,65.3%,17.6,20.3%,82.9%,,,,
H5429,"Universal Health Care, Inc.","UNIVERSAL HEALTH CARE, INC.",0:24,0:29,72.3%,29.2%,0,No appeals required review,77.8%,1.04,1.04,26.2%,20,81.1%,79.0%,87.6%,99.1%,73.7%,10.1,20.0%,74.5%,,,,
H5430,"ONECare by Care1st Health Plan Arizona, Inc.",CARE1ST HEALTH PLAN OF ARIZONA,1:36,0:30,70.1%,30.3%,58.4,60.0%,0.0%,0,0.32,Not enough data available to calculate measure,No data available,83.5%,79.7%,81.9%,99.7%,84.8%,10.1,22.0%,90.2%,,,,
H5431,"HealthSun Health Plans, Inc.","HEALTHSUN HEALTH PLANS, INC.",0:14,0:32,73.1%,8.5%,0,No appeals required review,0.0%,0,0.11,21.0%,66,82.1%,89.7%,86.8%,96.4%,80.4%,6.9,30.4%,85.1%,,,,
H5433,OneCare,ORANGE COUNTY HEALTH AUTHORITY,0:14,1:30,73.2%,70.9%,0,No appeals required review,Not enough data available to calculate measure,0.1,0.1,Not enough data available to calculate measure,No data available,82.5%,82.0%,82.3%,99.9%,79.9%,Not enough data available to calculate measure,14.8%,88.6%,,,,
H5434,"Blue Cross and Blue Shield of Florida, Inc.","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",0:32,0:14,73.6%,25.0%,0,No appeals required review,85.3%,1.3,0.81,21.7%,10,80.8%,81.0%,89.8%,98.6%,81.9%,15.6,21.8%,81.7%,,,,
H5435,SecureHorizons MedicareDirect,UNITEDHEALTHCARE INSURANCE COMPANY,0:36,0:37,68.3%,43.6%,3.6,65.4%,73.2%,2.14,0.95,17.9%,No data available,74.1%,82.0%,87.1%,98.6%,76.6%,12.4,19.5%,85.8%,,,,
H5439,Health Net Life Insurance Company,HEALTH NET LIFE INSURANCE COMPANY,0:44,0:39,82.9%,72.0%,Not enough data available to calculate measure,No appeals required review,81.8%,Not enough data available to calculate measure,Not enough data available to calculate measure,15.0%,11,68.8%,78.6%,87.3%,99.2%,17.7%,14.0,20.8%,89.7%,,,,
H5440,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:39,79.5%,40.3%,0,No appeals required review,Not enough data available to calculate measure,0.52,0.86,Not enough data available to calculate measure,No data available,76.7%,83.2%,90.7%,99.5%,75.0%,18.6,36.7%,83.5%,,,,
H5470,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,71.0%,50.6%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,80.0%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,80.7%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H5507,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:45,0:38,73.9%,68.9%,11.9,Not enough data available to calculate measure,77.8%,0.63,0.32,10.4%,No data available,81.4%,80.9%,90.6%,99.4%,77.1%,15.2,16.2%,81.1%,,,,
H5508,"Advantage Health Solutions, Inc.","ADVANTAGE HEALTH SOLUTIONS, INC.",1:53,1:14,67.6%,48.9%,0,No appeals required review,81.8%,0.58,0.17,7.7%,No data available,88.4%,83.8%,91.6%,99.1%,39.1%,21.4,26.8%,81.7%,,,,
H5509,Coventry Health And Life Ins. Company,COVENTRY HEALTH AND LIFE INS. COMPANY,0:43,0:31,66.3%,62.6%,1.9,70.0%,100.0%,0.79,0.51,5.4%,No data available,84.8%,85.6%,88.9%,97.7%,57.0%,11.3,20.5%,85.1%,,,,
H5516,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:42,0:39,73.9%,68.2%,0,No appeals required review,66.7%,0.57,0,14.5%,No data available,72.7%,81.5%,91.3%,99.2%,77.1%,15.4,20.3%,86.1%,,,,
H5520,Health Net Medicare Advantage,HEALTH NET LIFE INSURANCE COMPANY,0:45,0:39,82.7%,68.2%,0,Not enough data available to calculate measure,36.0%,0.18,0.14,6.3%,11,82.4%,81.0%,91.8%,99.9%,24.6%,11.1,18.8%,84.9%,,,,
H5521,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,0:40,0:15,67.1%,48.2%,5.8,100.0%,64.7%,0.38,0.48,11.5%,No data available,82.2%,81.5%,89.2%,98.4%,78.8%,14.3,6.6%,82.5%,,,,
H5522,HealthAmerica Advantra,"HEALTHASSURANCE PENNSYLVANIA, INC.",0:37,0:46,74.9%,61.6%,0.7,Not enough data available to calculate measure,99.3%,0.6,0.31,7.6%,No data available,81.2%,83.2%,90.3%,98.1%,57.0%,9.1,16.0%,81.1%,,,,
H5525,"Humana Benefit Plan of Illinois, Inc.","HUMANA BENEFIT PLAN OF ILLINOIS, INC.",0:36,0:21,67.4%,52.9%,10.5,22.2%,76.6%,0.45,0.36,5.8%,20,87.0%,85.3%,92.7%,98.5%,80.7%,17.9,24.7%,82.2%,,,,
H5526,Forever Blue Medicare PPO,HEALTHNOW NEW YORK INC.,0:23,0:31,82.8%,64.8%,0.7,50.0%,90.0%,0.07,0.05,7.0%,32,82.6%,81.2%,89.4%,99.4%,79.3%,15.1,17.6%,80.4%,,,,
H5528,GHI Medicare PPO,GROUP HEALTH INCORPORATED,0:34,0:44,80.6%,60.4%,5.4,50.0%,59.1%,1.1,0.91,6.7%,21,77.6%,78.4%,87.0%,98.5%,80.3%,8.4,12.6%,84.6%,,,,
H5529,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,0,Not enough data available to calculate measure,87.9%,0.23,0.19,14.0%,66,78.4%,77.0%,88.8%,99.9%,100.0%,6.8,19.3%,79.2%,,,,
H5530,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,0,Not enough data available to calculate measure,89.5%,0.51,0.25,9.7%,66,78.1%,80.4%,89.7%,99.8%,100.0%,6.9,24.2%,85.4%,,,,
H5532,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:42,0:39,73.9%,68.2%,0,No appeals required review,Not enough data available to calculate measure,0.92,0.55,14.2%,No data available,79.2%,82.2%,91.0%,99.2%,76.1%,12.7,18.2%,82.0%,,,,
H5533,UPMC Health Plan,UPMC HEALTH NETWORK,0:23,0:37,83.9%,77.2%,0,No appeals required review,100.0%,0,0,15.1%,74,83.2%,86.0%,90.8%,96.2%,49.8%,11.6,17.1%,80.3%,,,,
H5549,VNS CHOICE Medicare,VNS CHOICE,0:32,0:36,71.6%,69.1%,0,No appeals required review,50.0%,0.61,0.68,Not enough data available to calculate measure,No data available,75.3%,82.4%,85.5%,99.8%,80.8%,12.1,15.7%,86.1%,,,,
H5554,Santa Clara Family Health Plan,SANTA CLARA COUNTY HEALTH AUTHORITY,Not enough data available to calculate measure,Not enough data available to calculate measure,80.0%,6.3%,8,Not enough data available to calculate measure,Not enough data available to calculate measure,0.09,0.13,Not enough data available to calculate measure,No data available,78.5%,85.6%,85.6%,99.1%,64.1%,Not enough data available to calculate measure,21.9%,84.1%,,,,
H5575,Fidelis SecureCare of North Carolina,FIDELIS SECURECARE OF NORTH CAROLINA,0:26,2:22,57.3%,55.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.3%,41.1%,22.2,34.2%,74.9%,,,,
H5576,"Vantage Health Plan, Inc.","VANTAGE  HEALTH PLAN, INC.",0:14,0:58,79.2%,83.7%,0,No appeals required review,0.0%,0.24,0.09,13.7%,No data available,85.5%,86.4%,93.7%,99.8%,80.4%,13.8,29.1%,84.9%,,,,
H5577,MCS Classicare,MCS ADVANTAGE INC.,1:29,1:23,81.7%,4.9%,0,No appeals required review,98.3%,0.11,0.13,57.1%,No data available,78.8%,89.6%,81.9%,Not enough data available to calculate measure,84.0%,Not enough data available to calculate measure,39.7%,88.7%,,,,
H5578,Southeast Community Care,"ARCADIAN HEALTH PLAN OF GEORGIA, INC.",0:38,0:46,87.3%,33.3%,0,No appeals required review,58.3%,0.48,0.55,39.0%,58,74.8%,81.5%,86.6%,97.9%,77.9%,12.2,26.2%,84.9%,,,,
H5580,Mercy Care Advantage,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,0:47,0:19,78.1%,83.3%,24.5,52.4%,0.0%,0.1,0.07,Not enough data available to calculate measure,No data available,80.7%,80.2%,84.6%,99.9%,52.3%,20.5,31.8%,86.4%,,,,
H5587,Health Choice Generations,"HEALTH CHOICE ARIZONA, INC.",1:10,0:31,73.0%,39.6%,0,No appeals required review,0.0%,0.19,0.05,Not enough data available to calculate measure,No data available,78.4%,82.5%,86.2%,99.9%,75.0%,14.5,26.7%,85.9%,,,,
H5590,Advantage by Bridgeway Health Solutions,BRIDGEWAY HEALTH SOLUTIONS,0:15,0:15,73.4%,72.4%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,89.4%,Not enough data available to calculate measure,0.0,26.2%,77.5%,,,,
H5591,Martin's Point Generations Advantage,"MARTIN'S POINT GENERATIONS, LLC",0:35,1:12,88.6%,76.7%,0,No appeals required review,57.1%,0,0.35,3.8%,No data available,85.9%,86.7%,92.3%,99.8%,79.6%,6.5,11.2%,88.6%,,,,
H5594,"Optimum HealthCare, Inc.","OPTIMUM HEALTHCARE, INC.",0:13,0:43,70.0%,34.4%,0,No appeals required review,Not enough data available to calculate measure,0.82,1.21,28.5%,No data available,71.7%,77.9%,85.4%,99.7%,74.4%,15.2,20.3%,79.1%,,,,
H5608,Denver Health Medical Plan,"DENVER HEALTH MEDICAL PLAN, INC.",0:21,0:58,66.3%,15.7%,0,No appeals required review,Not enough data available to calculate measure,0.26,0,4.8%,No data available,80.6%,86.5%,89.0%,99.1%,78.6%,11.2,20.5%,92.5%,,,,
H5609,GEMCARE Health Plan,GEMCARE HEALTH PLAN INC.,0:15,0:17,84.8%,84.3%,0,Not enough data available to calculate measure,10.0%,0,0,4.2%,No data available,88.5%,88.0%,93.2%,96.9%,78.6%,11.0,28.7%,82.2%,,,,
H5619,Northeast Community Care,"ARCADIAN HEALTH PLAN, INC.",0:38,0:46,90.3%,26.4%,0,No appeals required review,71.4%,0.24,0.28,7.9%,58,84.1%,87.2%,92.3%,99.6%,77.9%,8.0,15.8%,85.5%,,,,
H5628,Molina Healthcare of Utah,"MOLINA HEALTHCARE OF UTAH, INC.",0:25,0:44,72.7%,25.0%,0,No appeals required review,Not enough data available to calculate measure,0.12,0.36,40.0%,No data available,77.7%,84.0%,88.6%,99.9%,62.7%,11.4,33.3%,85.3%,,,,
H5640,IEHP Medicare DualChoice,IEHP HEALTH ACCESS,0:27,0:09,79.1%,77.4%,0,No appeals required review,Not enough data available to calculate measure,0.07,0.07,Not enough data available to calculate measure,No data available,84.9%,82.8%,85.6%,100.0%,83.7%,10.1,21.3%,90.7%,,,,
H5649,Central Health Medicare Plan,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",0:04,0:17,78.8%,84.4%,0,No appeals required review,75.0%,0.12,0.04,9.6%,40,73.2%,84.1%,84.0%,99.8%,78.5%,9.0,18.1%,86.0%,,,,
H5656,Universal American,"SELECTCARE HEALTH PLANS, INC.",0:50,0:49,74.6%,14.3%,0,No appeals required review,61.9%,2.42,2.71,26.3%,36,80.8%,83.6%,88.1%,99.2%,79.7%,20.7,22.0%,88.9%,,,,
H5665,Care Improvement Plus,"CARE IMPROVEMENT PLUS  OF MARYLAND, INC.",0:51,0:31,79.1%,61.5%,0,No appeals required review,Not enough data available to calculate measure,5.26,2.16,Not enough data available to calculate measure,No data available,69.9%,81.1%,84.7%,99.8%,42.1%,11.5,18.1%,85.4%,,,,
H5679,Anthem Blue Cross and Blue Shield,"HMO COLORADO, INC.",0:55,0:51,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,25.3%,66,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.6%,100.0%,11.6,12.7%,80.8%,,,,
H5685,Midwest Advantage,"MIDWEST HEALTH PLAN, INC.",0:31,1:16,45.0%,30.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,46.7%,9.3,46.0%,87.4%,,,,
H5696,PUP,"PHYSICIANS UNITED PLAN, INC.",2:09,0:43,44.7%,73.0%,0.6,Not enough data available to calculate measure,30.4%,1.21,0.8,11.0%,20,80.2%,83.9%,91.2%,66.8%,76.1%,7.1,23.9%,83.6%,,,,
H5698,Windsor Medicare Extra,"WINDSOR HEALTH PLANS, INC.",0:24,0:36,90.9%,3.5%,4.4,37.5%,53.5%,0.34,0.35,17.4%,No data available,74.0%,83.1%,87.9%,99.7%,72.9%,20.2,31.8%,84.6%,,,,
H5700,"Arkansas Community Care, Inc.","ARKANSAS COMMUNITY CARE, INC.",0:38,0:47,90.1%,33.7%,0,No appeals required review,52.5%,0.29,0.14,14.8%,78,79.9%,85.5%,91.1%,99.6%,77.9%,12.4,25.6%,79.9%,,,,
H5703,South Country Health Alliance,SOUTH COUNTRY HEALTH ALLIANCE,0:14,0:15,86.3%,50.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,84.2%,87.3%,91.4%,100.0%,84.0%,10.6,Not enough data available to calculate measure,79.6%,,,,
H5732,"Triple-S Salud, INC.","TRIPLE-S SALUD, INC.",2:18,1:42,78.4%,14.8%,0,No appeals required review,28.6%,0,0.22,9.4%,No data available,75.4%,85.4%,85.0%,Not enough data available to calculate measure,78.0%,20.4,18.1%,87.6%,,,,
H5736,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,0:55,0:16,65.6%,48.3%,13.6,67.2%,39.3%,1.45,0.74,23.2%,No data available,80.4%,81.5%,89.5%,95.8%,80.3%,18.7,8.5%,83.2%,,,,
H5746,AMERIGROUP Community Care of New Mexico,"AMERIGROUP NEW MEXICO, INC.",0:43,0:58,72.0%,78.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,30.0%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.7%,79.8%,10.7,20.3%,95.8%,,,,
H5749,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:45,0:38,73.9%,68.9%,Not enough data available to calculate measure,No appeals required review,71.4%,Not enough data available to calculate measure,Not enough data available to calculate measure,31.9%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.2%,77.1%,29.8,11.5%,89.8%,,,,
H5750,North Star Advantage / North Star Advantage Plus,METROPOLITAN HEALTH PLAN,0:40,0:57,87.3%,82.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,17.2%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.1%,80.1%,12.4,10.5%,79.6%,,,,
H5774,American Health Medicare,"AMERICAN HEALTH, INC.",0:29,0:49,66.0%,16.7%,0,Not enough data available to calculate measure,0.0%,0.11,0.33,27.5%,No data available,80.8%,89.1%,87.0%,Not enough data available to calculate measure,79.7%,8.1,37.9%,87.7%,,,,
H5782,Partnership HealthPlan of California,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,0:44,0:13,64.6%,51.6%,0,Not enough data available to calculate measure,100.0%,0.1,0.05,Not enough data available to calculate measure,No data available,84.6%,85.3%,88.4%,99.8%,65.5%,19.1,21.8%,88.5%,,,,
H5783,Southeast Community Care,"ARCADIAN HEALTH PLAN, INC.",0:38,0:46,90.1%,33.7%,0,No appeals required review,51.2%,0.93,0.21,30.0%,58,80.6%,82.1%,87.1%,99.7%,77.9%,11.7,25.2%,83.3%,,,,
H5793,Aetna Medicare,AETNA HEALTH INC.,0:40,0:15,67.1%,48.2%,6.2,Not enough data available to calculate measure,33.3%,0.92,0.31,18.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.2%,80.4%,19.0,4.5%,86.6%,,,,
