AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 HOME HEALTH REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,,
26000,MISSOURI                 ,ADAIR,"-24,559","-29,884","-30,323","-3,913","-1,738","-13,295","-11,736","-29,631","-2,715",-794,,,,,,
26010,MISSOURI                 ,ANDREW,"-9,795","47,631","-19,622","-11,845","-19,249","-8,095","33,872","-11,081","-6,810","-8,470",,,,,,
26020,MISSOURI                 ,ATCHISON,"-2,319",-539,"-3,045","-1,052",-274,"-1,961",-896,"-1,145",-128,-67,,,,,,
26030,MISSOURI                 ,AUDRAIN,"-12,716","-13,565","-16,288","-1,836","-1,889","-4,176","-4,563","-7,969","-2,093",-429,,,,,,
26040,MISSOURI                 ,BARRY,"-17,796","-13,930","-29,163","-1,185",302,"-23,122","-19,053","-25,432","-2,320",-938,,,,,,
26050,MISSOURI                 ,BARTON,"-15,933","-17,421","-24,459","-2,129",-501,"-4,750","-9,406","-11,763",-934,-574,,,,,,
26060,MISSOURI                 ,BATES,"2,852","1,491",-650,"-1,876",-599,"1,319",924,"-1,124",-464,-397,,,,,,
26070,MISSOURI                 ,BENTON,"-17,080","-17,429","-28,144","-3,706","-1,435","-8,200","-9,706","-11,203","-1,166",-850,,,,,,
26080,MISSOURI                 ,BOLLINGER,"-6,735","-6,485","-7,222","-1,861","-1,609","-6,191","-5,039","-6,512","-2,320","-1,480",,,,,,
26090,MISSOURI                 ,BOONE,"-32,493","-49,188","-31,865","-53,443","12,937","-13,005","-18,706","-20,186","-28,996","7,577",,,,,,
26100,MISSOURI                 ,BUCHANAN,"-84,370","410,817","-184,372","-97,577","-129,178","-61,170","268,272","-137,177","-71,342","-90,521",,,,,,
26110,MISSOURI                 ,BUTLER,"-30,754","-27,327","-58,178","-5,682","-2,018","-28,103","-21,276","-44,317","-6,572","-1,637",,,,,,
26120,MISSOURI                 ,CALDWELL,"3,023","5,310",115,"-1,587",-954,"1,293","1,579",-264,"-1,084",-357,,,,,,
26130,MISSOURI                 ,CALLAWAY,"-4,959","-13,195","-41,502","-40,971","-12,967","-1,659","-6,971","-23,498","-16,876","-6,541",,,,,,
26140,MISSOURI                 ,CAMDEN,"-24,066","-23,994","-25,630","-3,640",-875,"-16,364","-18,181","-25,935","-2,783",-549,,,,,,
26150,MISSOURI                 ,CAPE GIRARDEAU,"-41,110","-24,252","-39,076","-9,153","-3,583","-18,813","-20,923","-27,365","-7,631","-2,433",,,,,,
26160,MISSOURI                 ,CARROLL,"-9,441","-6,550","-9,769",-712,-569,"-3,158","-1,937","-2,625",-509,-177,,,,,,
26170,MISSOURI                 ,CARTER,"-5,358","-5,382","-8,692",-527,-680,"-3,567","-5,550","-8,098",-558,-751,,,,,,
26180,MISSOURI                 ,CASS,"21,659","24,525","5,754","-11,979","-3,640","11,665","14,244","3,153","-6,753","-2,516",,,,,,
26190,MISSOURI                 ,CEDAR,"-11,319","-13,223","-21,846","-1,720",-360,"-5,354","-7,113","-6,790",-931,-491,,,,,,
26200,MISSOURI                 ,CHARITON,"-7,268","-5,917","-4,840",-983,-581,"-3,586","-1,676","-2,470",-365,-157,,,,,,
26210,MISSOURI                 ,CHRISTIAN,"11,052","-7,830","11,548","11,786","23,180","10,067","-9,113","15,233","15,086","35,553",,,,,,
26220,MISSOURI                 ,CLARK,"-5,181","-5,194","-7,533",-511,-338,"-4,433","-3,385","-4,221",-350,-219,,,,,,
26230,MISSOURI                 ,CLAY,"70,780","82,001","15,878","-31,952","-11,637","26,166","35,215","6,028","-24,306","-10,037",,,,,,
26240,MISSOURI                 ,CLINTON,"1,009","20,820","-10,816","-8,650","-5,349","2,215","13,160","-6,918","-5,668","-3,624",,,,,,
26250,MISSOURI                 ,COLE,"-11,289","-31,705","-110,943","-87,814","-28,262",-881,"-13,167","-41,786","-34,722","-8,784",,,,,,
26260,MISSOURI                 ,COOPER,"-12,078","-7,160","-9,477","-1,112",-77,"-3,529","-2,674","-4,144",-505,-244,,,,,,
26270,MISSOURI                 ,CRAWFORD,"20,831","15,881","16,615","17,379","18,079","12,218","16,324","18,203","22,746","31,178",,,,,,
26280,MISSOURI                 ,DADE,-806,"-3,033","-3,261",-340,-248,"-3,567","-2,746","-2,366",-167,-74,,,,,,
26290,MISSOURI                 ,DALLAS,"2,233","-2,336","2,972","3,362","4,375","3,266","-2,943","2,008","3,771","6,895",,,,,,
26300,MISSOURI                 ,DAVIESS,"-5,983","-7,139","-5,864",-650,-602,"-3,070","-1,818","-2,192",-122,-555,,,,,,
26310,MISSOURI                 ,DEKALB,"-6,143","23,244","-10,169","-6,988","-11,863","-3,219","10,741","-6,395","-4,506","-9,399",,,,,,
26320,MISSOURI                 ,DENT,"-18,323","-12,152","-13,507",-691,292,"-7,466","-5,665","-8,917","-2,353",-828,,,,,,
26330,MISSOURI                 ,DOUGLAS,"-5,104","-5,325","-4,776",-883,-123,"-13,345","-8,549","-9,640",-772,80,,,,,,
26340,MISSOURI                 ,DUNKLIN,"-22,896","-14,320","-25,015","-2,924","-2,112","-29,302","-22,972","-34,845","-2,785","-1,393",,,,,,
26350,MISSOURI                 ,FRANKLIN,"92,687","75,593","101,495","75,673","72,931","55,572","41,990","64,370","75,495","74,763",,,,,,
26360,MISSOURI                 ,GASCONADE,"-12,605","-11,915","-14,698",4,597,"-4,047","-4,562","-5,499",385,349,,,,,,
26370,MISSOURI                 ,GENTRY,"-4,474","-2,614","-4,827","-1,295","-1,202","-2,711","-1,957","-2,045",-301,-135,,,,,,
26380,MISSOURI                 ,GREENE,"53,400","-36,143","58,614","60,421","85,760","50,619","-39,977","80,905","77,315","115,623",,,,,,
26390,MISSOURI                 ,GRUNDY,"-6,265","-5,630","-6,930",-583,-186,"-2,160","-1,813","-4,476",-317,-142,,,,,,
26400,MISSOURI                 ,HARRISON,"-6,838","-6,064","-7,442",-564,-254,"-4,360","-5,728","-5,644",-294,-107,,,,,,
26410,MISSOURI                 ,HENRY,"-26,581","-19,150","-33,544","-3,738","-1,494","-10,500","-10,416","-15,022","-1,076",-734,,,,,,
26411,MISSOURI                 ,HICKORY,"-6,862","-5,954","-7,331",-633,234,"-4,172","-4,535","-1,398",882,401,,,,,,
26412,MISSOURI                 ,HOLT,"-2,382",715,"-3,486",-969,"-1,736","-1,441","7,648","-2,803",-611,"-2,963",,,,,,
26440,MISSOURI                 ,HOWARD,"-4,731","-5,238","-2,877","-3,961",891,"-6,222","-7,320","-4,591","-6,383","1,016",,,,,,
26450,MISSOURI                 ,HOWELL,"-20,550","-14,223","-20,822","-2,119",-335,"-19,305","-16,678","-30,094","-2,664",-26,,,,,,
26460,MISSOURI                 ,IRON,"-6,766","-7,552","-10,096",-121,50,"-4,941","-7,141","-11,701","-1,713",-571,,,,,,
26470,MISSOURI                 ,JACKSON,"218,073","202,661","37,958","-82,595","-30,678","147,469","142,127","30,831","-59,691","-19,111",,,,,,
26480,MISSOURI                 ,JASPER,"-245,218","-329,650","-628,733","-153,727","-109,345","-143,791","-271,015","-517,877","-134,638","-88,119",,,,,,
26490,MISSOURI                 ,JEFFERSON,"167,380","129,097","165,303","155,156","146,319","103,591","84,270","116,510","111,075","123,245",,,,,,
26500,MISSOURI                 ,JOHNSON,"-16,702","-15,148","-24,955","-3,005",-927,"-10,912","-8,593","-11,457","-1,997",-366,,,,,,
26510,MISSOURI                 ,KNOX,"-5,166","-4,749","-6,191",-956,-412,"-3,377","-1,713","-4,238",-937,-190,,,,,,
26520,MISSOURI                 ,LACLEDE,"-8,822","-10,237","-19,235","-1,352",-372,"-13,721","-11,546","-21,206","-1,476",-876,,,,,,
26530,MISSOURI                 ,LAFAYETTE,"15,100","14,125","1,365","-5,709","-2,084","4,464","6,142",346,"-2,579",-693,,,,,,
26540,MISSOURI                 ,LAWRENCE,"-12,248","-11,213","-16,754","-2,953",-427,"-16,121","-21,910","-33,449","-2,568",-893,,,,,,
26541,MISSOURI                 ,LEWIS,"-7,612","-13,133","-16,710",-977,-452,"-4,135","-7,630","-9,455",-984,-419,,,,,,
26560,MISSOURI                 ,LINCOLN,"48,991","48,540","60,227","40,059","42,860","32,635","34,042","42,954","33,928","29,531",,,,,,
26570,MISSOURI                 ,LINN,"-9,868","-6,875","-9,731","-1,959",-136,"-6,230","-4,954","-5,024",-481,-229,,,,,,
26580,MISSOURI                 ,LIVINGSTON,"-9,529","-4,460","-6,332","-1,148",-617,"-3,149","-2,011","-2,774",-494,-485,,,,,,
26590,MISSOURI                 ,MCDONALD,"11,099","17,682","5,628","17,018","29,347","10,535","8,933",-455,"13,175","21,583",,,,,,
26600,MISSOURI                 ,MACON,"-16,396","-14,660","-14,100","-1,032",-565,"-9,346","-8,104","-9,471","-1,159",-489,,,,,,
26601,MISSOURI                 ,MADISON,"-9,353","-9,705","-14,150","-1,221",-628,"-11,878","-9,183","-12,832","-2,574",-61,,,,,,
26620,MISSOURI                 ,MARIES,"-5,452","-4,465","-6,790",-842,-455,"-4,063","-2,761","-5,677",-564,-165,,,,,,
26630,MISSOURI                 ,MARION,"-17,681","-13,863","-14,916","-1,059",-254,"-10,846","-8,232","-11,389","-1,181",-162,,,,,,
26631,MISSOURI                 ,MERCER,-943,"-1,926","-1,208",-205,-63,-930,"-1,071","-1,324",-74,62,,,,,,
26650,MISSOURI                 ,MILLER,"-19,800","-18,678","-20,328","-1,606","-1,593","-9,184","-5,211","-12,108","-1,246",73,,,,,,
26660,MISSOURI                 ,MISSISSIPPI,"-11,080","-8,533","-13,552","-2,284",-596,"-10,812","-9,851","-11,841","-1,269",-726,,,,,,
26670,MISSOURI                 ,MONITEAU,"-1,951","-5,287","-18,461","-8,638","-4,736",-557,"-2,970","-7,155","-5,771","-1,429",,,,,,
26680,MISSOURI                 ,MONROE,"-7,417","-4,959","-6,026","-1,641",-233,"-5,502","-3,330","-5,790",-987,-186,,,,,,
26690,MISSOURI                 ,MONTGOMERY,"-4,517","-4,660","-3,795",57,636,"-1,134","-1,685","-2,580",566,558,,,,,,
26700,MISSOURI                 ,MORGAN,"-13,947","-10,312","-16,634","-2,116",-672,"-5,212","-1,804","-9,202","-1,073",-447,,,,,,
26710,MISSOURI                 ,NEW MADRID,"-11,840","-8,186","-12,666","-2,237","-1,026","-13,903","-11,596","-9,369","-1,213","-1,184",,,,,,
26720,MISSOURI                 ,NEWTON,"-86,344","-115,163","-195,631","-33,316","-34,448","-36,899","-93,971","-204,889","-37,827","-26,235",,,,,,
26730,MISSOURI                 ,NODAWAY,"-10,288","-4,059","-13,297","-2,478",-719,"-3,863","-4,440","-4,255",-539,-187,,,,,,
26740,MISSOURI                 ,OREGON,"-6,067","-3,995","-7,919",-179,-93,"-9,418","-5,597","-6,762",-703,-474,,,,,,
26750,MISSOURI                 ,OSAGE,"-2,919","-5,205","-15,143","-6,033","-2,970",-989,"-3,834","-5,840","-2,590","-1,027",,,,,,
26751,MISSOURI                 ,OZARK,"-9,360","-3,216","-4,436",-330,-457,"-5,197","-4,638","-6,683",-770,-723,,,,,,
26770,MISSOURI                 ,PEMISCOT,"-10,454","-11,172","-19,907","-1,225","-1,907","-6,063","-6,362","-11,084","-2,682",-664,,,,,,
26780,MISSOURI                 ,PERRY,"-10,404","-12,096","-8,007",-417,285,"-4,631","-6,981","-4,568",-624,719,,,,,,
26790,MISSOURI                 ,PETTIS,"-20,935","-22,734","-20,038","-2,329",-985,"-3,413","-5,760","-4,866",-589,-811,,,,,,
26800,MISSOURI                 ,PHELPS,"-34,978","-15,938","-23,604","-1,752",-163,"-14,789","-11,172","-20,406","-1,486","-1,000",,,,,,
26810,MISSOURI                 ,PIKE,"-10,441","-11,453","-11,139",192,330,"-6,042","-4,614","-3,713","2,834","1,798",,,,,,
26820,MISSOURI                 ,PLATTE,"27,635","32,332","4,482","-11,701","-4,616","12,527","17,474","3,803","-7,420","-3,007",,,,,,
26821,MISSOURI                 ,POLK,"6,436","-5,265","5,419","6,137","9,341","4,827","-3,471","2,372","5,594","10,952",,,,,,
26840,MISSOURI                 ,PULASKI,"-18,404","-13,628","-18,211","-3,451","-1,220","-12,139","-9,950","-13,911",-518,-174,,,,,,
26850,MISSOURI                 ,PUTNAM,"-3,211","-5,976","-3,019",-347,322,"-1,316",-623,"-2,436",-101,-87,,,,,,
26860,MISSOURI                 ,RALLS,"-3,228","-1,890","-3,726",-320,-18,"-3,247","-1,847","-4,539",-488,-205,,,,,,
26870,MISSOURI                 ,RANDOLPH,"-27,447","-22,796","-26,179","-2,504","-1,043","-15,109","-14,207","-12,327","-1,048",-586,,,,,,
26880,MISSOURI                 ,RAY,"8,653","11,861","2,287","-4,191","-2,001","3,256","4,151","1,035","-1,670",-961,,,,,,
26881,MISSOURI                 ,REYNOLDS,"-7,940","-4,216","-5,794",-7,-23,"-3,334","-1,246","-4,415",-258,169,,,,,,
26900,MISSOURI                 ,RIPLEY,"-17,283","-17,469","-33,899","-2,471",-545,"-17,492","-26,488","-29,722","-2,826","-1,160",,,,,,
26910,MISSOURI                 ,ST. CHARLES,"281,752","260,624","329,495","249,724","258,264","152,423","146,814","213,266","240,671","258,746",,,,,,
26911,MISSOURI                 ,ST. CLAIR,"-8,856","-5,604","-10,243","-1,415",-176,"-3,083","-1,609","-6,533",-892,125,,,,,,
26930,MISSOURI                 ,ST. FRANCOIS,"-38,039","-37,941","-65,973",-753,"4,149","-28,361","-21,019","-43,804","-2,018",24,,,,,,
26940,MISSOURI                 ,ST. LOUIS,"1,275,701","1,032,045","1,263,590","1,024,735","915,060","894,870","863,669","1,129,397","990,038","883,077",,,,,,
26950,MISSOURI                 ,ST. LOUIS CITY,"304,600","255,972","298,781","240,765","234,947","468,056","456,388","624,842","540,047","454,435",,,,,,
26960,MISSOURI                 ,STE. GENEVIEVE,"-12,668","-13,821","-16,455","-1,080",728,"-5,626","-6,285","-10,987",-353,95,,,,,,
26970,MISSOURI                 ,SALINE,"-12,710","-8,595","-12,091",-479,"-1,995","-3,815","-2,755","-4,011",-817,-441,,,,,,
26980,MISSOURI                 ,SCHUYLER,"-7,963","-4,384","-8,918",361,-679,"-3,077","-6,623","-10,845",-744,-403,,,,,,
26981,MISSOURI                 ,SCOTLAND,"-3,257","-3,040","-3,776",-284,-194,"-2,798",-972,-215,-243,-48,,,,,,
26982,MISSOURI                 ,SCOTT,"-30,764","-24,991","-30,476","-3,499","-1,753","-21,333","-17,127","-28,949","-3,051","-1,788",,,,,,
26983,MISSOURI                 ,SHANNON,"-3,681","-5,074","-6,176",-261,-197,"-4,793","-6,402","-3,322",-667,-265,,,,,,
26984,MISSOURI                 ,SHELBY,"-5,642","-5,087","-5,416",-449,-356,"-4,664","-2,886","-4,252",-208,-101,,,,,,
26985,MISSOURI                 ,STODDARD,"-32,379","-23,255","-26,174","-3,082","-1,733","-24,249","-20,373","-31,499","-3,161","-2,148",,,,,,
26986,MISSOURI                 ,STONE,"-17,024","-17,356","-21,698","-1,527","-1,032","-23,245","-20,922","-26,127","-3,276","-1,349",,,,,,
26987,MISSOURI                 ,SULLIVAN,"-4,174","-6,520","-10,351",-706,-375,"-6,431","-5,269","-6,277",-616,-357,,,,,,
26988,MISSOURI                 ,TANEY,"-23,692","-23,430","-38,947","-2,586","-1,551","-28,899","-28,182","-40,297","-4,495","-2,319",,,,,,
26989,MISSOURI                 ,TEXAS,"-13,306","-10,047","-13,804","-1,859",392,"-13,474","-11,740","-17,993","-1,635",-638,,,,,,
26990,MISSOURI                 ,VERNON,"-9,742","-11,765","-17,196","-1,280",-709,"-3,592","-4,008","-6,375",-625,-233,,,,,,
26991,MISSOURI                 ,WARREN,"24,930","21,196","28,366","17,802","21,637","15,060","14,360","15,218","18,671","14,579",,,,,,
26992,MISSOURI                 ,WASHINGTON,"23,037","12,547","22,905","16,899","21,254","17,488","12,302","15,673","17,972","20,269",,,,,,
26993,MISSOURI                 ,WAYNE,"-15,397","-9,533","-17,990",806,306,"-10,904","-10,123","-14,640",-670,4,,,,,,
26994,MISSOURI                 ,WEBSTER,"3,920","-4,006","8,657","4,738","10,992","4,967","-5,112","8,544","7,065","7,158",,,,,,
26995,MISSOURI                 ,WORTH,-676,-573,"-1,282",-116,-126,-648,-188,-651,-99,-72,,,,,,
26996,MISSOURI                 ,WRIGHT,"-7,520","-9,679","-7,858","-1,139",-634,"-13,102","-9,370","-15,654","-1,266",-709,,,,,,
27000,MONTANA                  ,BEAVERHEAD,714,"1,347",-366,"1,840",646,221,"1,615",-151,"1,153","1,143",,,,,,
27010,MONTANA                  ,BIG HORN,36,0,-36,693,222,1,-29,-48,-18,41,,,,,,
27020,MONTANA                  ,BLAINE,-72,229,-366,194,-4,189,-46,"-1,501",2,523,,,,,,
27030,MONTANA                  ,BROADWATER,258,"3,446",-652,"1,402",411,122,"1,527",-340,663,401,,,,,,
27040,MONTANA                  ,CARBON,"1,157","1,975","-1,278",242,109,253,"1,352","-1,005",-380,842,,,,,,
27050,MONTANA                  ,CARTER,-3,0,-1,0,-20,3,0,0,0,0,,,,,,
27060,MONTANA                  ,CASCADE,"-128,386","-130,851","-209,788","-104,871","-63,934","-52,319","-88,238","-115,679","-69,279","-48,164",,,,,,
27070,MONTANA                  ,CHOUTEAU,-673,"-1,079",-861,-477,-657,-441,-639,"-1,816",-172,-39,,,,,,
27080,MONTANA                  ,CUSTER,489,"2,661",-378,"5,301","1,716",584,"2,013",-834,"6,223","2,827",,,,,,
27090,MONTANA                  ,DANIELS,153,444,-98,242,11,24,275,-33,295,81,,,,,,
27100,MONTANA                  ,DAWSON,300,"2,492",-459,"4,819","1,726",228,747,33,"1,246",319,,,,,,
27110,MONTANA                  ,DEER LODGE,327,"2,363",-264,"3,853",686,65,"1,222",-497,"1,248",777,,,,,,
27120,MONTANA                  ,FALLON,6,59,31,-5,96,-100,0,0,0,6,,,,,,
27130,MONTANA                  ,FERGUS,"1,797","9,853","-1,319","8,805","2,927",733,"2,582",-509,"4,636","1,738",,,,,,
27140,MONTANA                  ,FLATHEAD,"5,997","37,529","-6,680","39,419","14,074","6,001","34,365","-7,110","38,812","17,994",,,,,,
27150,MONTANA                  ,GALLATIN,"2,490","26,240","-3,778","26,563","12,763","4,276","15,472","-1,948","27,600","10,102",,,,,,
27160,MONTANA                  ,GARFIELD,26,0,-14,83,-109,0,0,0,114,21,,,,,,
27170,MONTANA                  ,GLACIER,531,"-2,060","-2,081",-320,-144,80,414,4,437,-159,,,,,,
27180,MONTANA                  ,GOLDEN VALLEY,26,0,0,0,0,0,0,0,0,0,,,,,,
27190,MONTANA                  ,GRANITE,28,99,-1,0,8,61,109,-21,4,0,,,,,,
27200,MONTANA                  ,HILL,329,721,-483,-100,24,203,573,-463,-224,-918,,,,,,
27210,MONTANA                  ,JEFFERSON,"1,041","3,308",-312,"1,397",620,203,"2,036",-194,"1,203",355,,,,,,
27220,MONTANA                  ,JUDITH BASIN,-287,318,-352,162,416,17,750,-77,111,85,,,,,,
27230,MONTANA                  ,LAKE,"1,725","5,578","-1,077","5,893","3,344",920,"3,949",-429,"4,015","2,038",,,,,,
27240,MONTANA                  ,LEWIS AND CLARK,"5,615","21,632","-4,811","17,505","5,850","4,139","14,356","-4,240","11,651","4,847",,,,,,
27250,MONTANA                  ,LIBERTY,117,46,169,3,24,96,109,0,0,0,,,,,,
27260,MONTANA                  ,LINCOLN,"2,274","3,814",-612,"15,830","4,276","3,221","2,284","-1,464","6,930","2,580",,,,,,
27270,MONTANA                  ,MCCONE,305,152,-39,-4,106,19,129,-6,3,13,,,,,,
27280,MONTANA                  ,MADISON,"1,132",-884,344,574,498,38,165,4,"1,282",157,,,,,,
27290,MONTANA                  ,MEAGHER,38,70,287,-12,0,-197,722,-26,-1,0,,,,,,
27300,MONTANA                  ,MINERAL,175,"1,083",-199,"1,501",622,-537,"1,029",18,754,453,,,,,,
27310,MONTANA                  ,MISSOULA,"12,373","8,869","3,310","-21,324","10,112","9,360","4,880","1,338","-13,888","7,307",,,,,,
27320,MONTANA                  ,MUSSELSHELL,930,-175,-99,5,-4,398,74,-28,-75,-34,,,,,,
27330,MONTANA                  ,PARK,"2,063","10,953","-1,418","7,049","2,512",625,"4,884","-1,449","5,343","3,341",,,,,,
27340,MONTANA                  ,PETROLEUM,0,0,0,0,0,0,0,-18,0,0,,,,,,
27350,MONTANA                  ,PHILLIPS,-379,632,-506,579,299,-106,651,-329,"1,278",448,,,,,,
27360,MONTANA                  ,PONDERA,187,"1,686",-413,"1,059",22,-89,"-1,186","-2,062","1,152",347,,,,,,
27370,MONTANA                  ,POWDER RIVER,20,12,0,30,78,12,-7,-2,-11,32,,,,,,
27380,MONTANA                  ,POWELL,241,"1,236",-526,"1,351",311,108,"2,295",-163,"1,428",560,,,,,,
27390,MONTANA                  ,PRAIRIE,27,-143,-144,630,497,-141,58,-359,"-1,350",170,,,,,,
27400,MONTANA                  ,RAVALLI,"2,901","14,599","2,746","12,611","2,821","1,944","5,093",-637,"2,436","1,965",,,,,,
27410,MONTANA                  ,RICHLAND,985,"3,738",-583,"3,165","1,920",520,"4,816",-570,"2,337",786,,,,,,
27420,MONTANA                  ,ROOSEVELT,5,-312,-154,115,-76,-244,248,-306,-256,-525,,,,,,
27430,MONTANA                  ,ROSEBUD,35,991,-83,675,322,15,161,-68,"1,157",479,,,,,,
27440,MONTANA                  ,SANDERS,771,"1,574",119,"2,031",488,270,848,-128,"2,818",457,,,,,,
27450,MONTANA                  ,SHERIDAN,201,779,-109,344,139,976,583,-48,574,90,,,,,,
27460,MONTANA                  ,SILVER BOW,"2,495","41,616","-3,710","30,635","11,514",835,"15,614","-4,028","20,690","9,692",,,,,,
27470,MONTANA                  ,STILLWATER,-11,"2,377",-201,"1,602",906,464,967,-333,679,657,,,,,,
27480,MONTANA                  ,SWEET GRASS,352,19,-49,10,160,0,0,-14,33,22,,,,,,
27490,MONTANA                  ,TETON,-935,515,-973,735,373,"-1,155",743,"-1,208",285,-92,,,,,,
27500,MONTANA                  ,TOOLE,29,91,604,-83,155,28,234,-8,0,15,,,,,,
27510,MONTANA                  ,TREASURE,3,0,0,0,20,0,0,0,0,10,,,,,,
27520,MONTANA                  ,VALLEY,291,52,7,35,-12,12,167,0,0,-32,,,,,,
27530,MONTANA                  ,WHEATLAND,22,223,-29,323,240,2,31,2,0,75,,,,,,
27540,MONTANA                  ,WIBAUX,92,468,-134,848,74,23,77,-18,373,0,,,,,,
27550,MONTANA                  ,YELLOWSTONE,"13,203","23,168","-9,146","-3,778","11,226","7,072","11,014","-9,237","-5,889","8,188",,,,,,
28000,NEBRASKA                 ,ADAMS,"2,801","-5,146",-439,787,"-10,948","1,689","-2,643",-23,323,"-5,183",,,,,,
28010,NEBRASKA                 ,ANTELOPE,-143,-612,-74,222,"-1,024",-17,-918,-32,49,-446,,,,,,
28020,NEBRASKA                 ,ARTHUR,12,-461,-3,3,-515,4,0,0,-10,0,,,,,,
28030,NEBRASKA                 ,BANNER,58,0,-5,0,-49,0,4,0,10,-6,,,,,,
28040,NEBRASKA                 ,BLAINE,81,-29,0,40,-239,8,-4,-1,2,0,,,,,,
28050,NEBRASKA                 ,BOONE,171,-252,"1,286",44,496,74,-301,-20,25,-268,,,,,,
28060,NEBRASKA                 ,BOX BUTTE,143,-780,-578,2,62,40,-102,-148,-852,-153,,,,,,
28070,NEBRASKA                 ,BOYD,62,29,-535,-251,-271,33,-16,-82,1,-44,,,,,,
28080,NEBRASKA                 ,BROWN,19,965,-289,49,"-1,132",41,-4,-4,171,-227,,,,,,
28090,NEBRASKA                 ,BUFFALO,"2,991","-4,345",544,934,"-19,607",871,"-2,076",-304,968,"-6,314",,,,,,
28100,NEBRASKA                 ,BURT,"1,290","-1,595",823,673,"-2,161",645,"-1,366",133,"1,381","-3,908",,,,,,
28110,NEBRASKA                 ,BUTLER,269,"-1,564",343,59,400,"1,509",192,398,772,160,,,,,,
28120,NEBRASKA                 ,CASS,"23,593","30,282","55,040","32,113","38,806","29,544","35,447","21,898","21,339","29,575",,,,,,
28130,NEBRASKA                 ,CEDAR,669,-654,-101,"1,036",-974,47,"-1,620",-647,291,-501,,,,,,
28140,NEBRASKA                 ,CHASE,-490,-114,-6,35,-277,49,-85,-5,24,-552,,,,,,
28150,NEBRASKA                 ,CHERRY,293,-691,-447,37,-295,109,-526,-50,24,155,,,,,,
28160,NEBRASKA                 ,CHEYENNE,271,"-1,691",92,-346,"-2,529",-1,-669,-771,97,"-1,647",,,,,,
28170,NEBRASKA                 ,CLAY,84,-867,-38,129,-940,-17,-235,-10,152,-393,,,,,,
28180,NEBRASKA                 ,COLFAX,764,75,203,"1,102","-1,424",947,-394,-83,39,-239,,,,,,
28190,NEBRASKA                 ,CUMING,445,-936,95,59,"-1,075",81,-482,-9,-25,-202,,,,,,
28200,NEBRASKA                 ,CUSTER,"1,297",-663,-516,378,"-3,206",-156,"-1,365",-119,98,"-1,446",,,,,,
28210,NEBRASKA                 ,DAKOTA,"-1,900","-2,256","1,195","1,928","-1,007",-833,-104,539,315,419,,,,,,
28220,NEBRASKA                 ,DAWES,232,"-1,054",-59,148,-988,119,-75,-15,57,865,,,,,,
28230,NEBRASKA                 ,DAWSON,"1,632","-4,212",-645,"1,351","-10,037",273,"-3,131",-325,"1,710","-7,982",,,,,,
28240,NEBRASKA                 ,DEUEL,173,-133,-5,674,"-1,004",22,-92,-71,22,-379,,,,,,
28250,NEBRASKA                 ,DIXON,-414,-686,258,47,-249,-370,-507,69,-199,-408,,,,,,
28260,NEBRASKA                 ,DODGE,"3,828","-4,279","2,028","5,331","-4,459","1,347","-2,630","11,149","10,016","-4,009",,,,,,
28270,NEBRASKA                 ,DOUGLAS,"596,793","538,830","752,303","572,384","617,415","424,701","482,724","746,671","576,913","638,593",,,,,,
28280,NEBRASKA                 ,DUNDY,-33,0,-141,7,78,9,-9,-300,72,-99,,,,,,
28290,NEBRASKA                 ,FILLMORE,297,-485,-44,85,-770,56,-709,-24,663,-633,,,,,,
28300,NEBRASKA                 ,FRANKLIN,94,-410,-42,64,"-1,020",-53,-30,-48,43,"-1,340",,,,,,
28310,NEBRASKA                 ,FRONTIER,189,-819,-96,102,"-1,786","-3,237","-3,685","-2,785","-1,162",-915,,,,,,
28320,NEBRASKA                 ,FURNAS,463,-773,-184,181,"-3,175",283,"-2,417",-195,163,"-1,162",,,,,,
28330,NEBRASKA                 ,GAGE,"1,086","-4,870",-277,"1,269","-2,559",-295,"-3,152",-69,726,"-1,200",,,,,,
28340,NEBRASKA                 ,GARDEN,97,-245,-158,629,-872,-25,-218,323,17,-375,,,,,,
28350,NEBRASKA                 ,GARFIELD,6,-471,2,72,"-1,048",106,-201,-15,25,-620,,,,,,
28360,NEBRASKA                 ,GOSPER,202,-246,95,106,-962,72,-522,-55,84,-957,,,,,,
28370,NEBRASKA                 ,GRANT,0,0,-1,6,0,0,0,0,0,0,,,,,,
28380,NEBRASKA                 ,GREELEY,164,-496,84,74,"-1,141",193,-259,20,135,"-2,603",,,,,,
28390,NEBRASKA                 ,HALL,"2,907","-2,981",-378,"2,406","-15,195","1,073","-2,636",749,"1,064","-10,096",,,,,,
28400,NEBRASKA                 ,HAMILTON,106,-297,-191,91,"-2,085",124,-50,172,582,-457,,,,,,
28410,NEBRASKA                 ,HARLAN,375,-763,-140,249,"-3,243",305,-840,-33,111,"-2,300",,,,,,
