DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 HOME HEALTH REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,,
33630,NEW YORK                 ,ST. LAWRENCE,-147,-564,"1,355",-207,789,-354,-238,520,-715,219,,,,,,
33640,NEW YORK                 ,SARATOGA,-92,"3,640",-105,"-1,768","1,083",-149,"3,069",266,"-2,382",-329,,,,,,
33650,NEW YORK                 ,SCHENECTADY,-115,"2,749",215,"-1,181","1,090",-102,"4,011",176,-796,269,,,,,,
33660,NEW YORK                 ,SCHOHARIE,-3,313,15,-102,128,-30,80,-464,-64,63,,,,,,
33670,NEW YORK                 ,SCHUYLER,-55,-81,74,-76,-1,0,-6,71,27,4,,,,,,
33680,NEW YORK                 ,SENECA,-57,-95,222,-340,228,-20,-160,279,-258,107,,,,,,
33690,NEW YORK                 ,STEUBEN,-193,-349,634,-446,387,-62,-325,589,-224,84,,,,,,
33700,NEW YORK                 ,SUFFOLK,"3,367","6,453","65,459","58,712","91,513","3,292","6,408","50,908","44,148","80,140",,,,,,
33710,NEW YORK                 ,SULLIVAN,-178,350,"1,157",-531,831,-433,111,845,13,281,,,,,,
33720,NEW YORK                 ,TIOGA,-88,-624,801,-222,-179,-54,-509,683,-229,-116,,,,,,
33730,NEW YORK                 ,TOMPKINS,"-3,948","-2,768","-2,202","-4,250","-3,808",-249,"-2,158",-649,"-7,403","-2,690",,,,,,
33740,NEW YORK                 ,ULSTER,"-6,717","-14,202","-13,927","-15,657","-2,953","-9,288","-8,917","-7,563","-15,944","-2,769",,,,,,
33750,NEW YORK                 ,WARREN,134,"1,350","-1,733","-1,258",-926,223,617,-793,"-1,212","-1,574",,,,,,
33760,NEW YORK                 ,WASHINGTON,193,"1,008","-1,633","-1,042",-445,228,912,"-2,162","-1,194",-887,,,,,,
33770,NEW YORK                 ,WAYNE,"-3,057","-1,181","-1,183",-109,"1,994","-5,511","-2,588","-2,317",-177,"2,006",,,,,,
33800,NEW YORK                 ,WESTCHESTER,"-31,051","-24,117","6,714","-13,746","-3,629","-25,819","-15,839","5,292","-12,923","-4,664",,,,,,
33900,NEW YORK                 ,WYOMING,-86,-130,259,-240,158,927,-183,437,-288,164,,,,,,
33910,NEW YORK                 ,YATES,-42,-39,190,-87,144,-17,-41,19,-35,5,,,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"-12,311","-13,883","-12,568","-14,083","-18,030","-10,347","-12,116","-14,294","-12,765","-21,490",,,,,,
34010,NORTH CAROLINA           ,ALEXANDER,"-5,575","-4,505","-5,469","-7,997",-226,"-4,827","-7,177","-7,135","-9,540",-458,,,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"-1,498",-304,"-1,810","-1,413",-131,"-1,093","-1,586",-554,"-2,714",-255,,,,,,
34030,NORTH CAROLINA           ,ANSON,"-4,285","-5,452","-7,474","-3,958","-3,534","-3,676","-2,441","-5,557","-3,192","-2,027",,,,,,
34040,NORTH CAROLINA           ,ASHE,"-4,207","-2,506","-1,985","-2,314",-894,"-2,376","-1,624","-2,399","-2,085",-440,,,,,,
34050,NORTH CAROLINA           ,AVERY,"-3,826","-3,415","-1,882","-2,987",-638,"-2,217","-2,475","-4,634","-1,590",-924,,,,,,
34060,NORTH CAROLINA           ,BEAUFORT,"-6,229","-8,169","-8,845","-5,774","-3,191","-3,412","-3,502","-5,605","-6,622","-2,527",,,,,,
34070,NORTH CAROLINA           ,BERTIE,"-4,346","-2,412","-3,534","-3,588","-1,144","-5,438","-5,613","-4,646","-3,460","-1,206",,,,,,
34080,NORTH CAROLINA           ,BLADEN,"-6,983","-5,454","-5,632","-3,185","-2,113","-5,220","-5,388","-3,908","-6,564","-2,490",,,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"-29,775","-14,420",969,"3,580","-2,347","-30,441","-11,868",987,"4,185","-2,744",,,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-80,749","-81,912","-80,867","-70,313","-64,146","-90,483","-63,074","-67,018","-56,070","-54,256",,,,,,
34110,NORTH CAROLINA           ,BURKE,"-16,870","-18,553","-17,334","-23,659",-669,"-13,669","-21,016","-19,195","-23,208",-570,,,,,,
34120,NORTH CAROLINA           ,CABARRUS,"-14,610","-15,068","-21,440","-15,334","-9,624","-16,013","-7,880","-21,557","-13,648","-8,217",,,,,,
34130,NORTH CAROLINA           ,CALDWELL,"-13,231","-14,964","-17,258","-18,455",-521,"-11,897","-15,284","-13,116","-11,370",-221,,,,,,
34140,NORTH CAROLINA           ,CAMDEN,-96,-388,-485,-817,-286,-133,-187,114,-107,-221,,,,,,
34150,NORTH CAROLINA           ,CARTERET,"-8,649","-6,142","-8,456","-8,129","-2,451","-6,773","-15,281","-8,186","-8,918","-3,814",,,,,,
34160,NORTH CAROLINA           ,CASWELL,"-2,473","-3,679","-6,214","-4,872","-1,606","-3,272","-3,166","-2,906","-2,311","-1,050",,,,,,
34170,NORTH CAROLINA           ,CATAWBA,"-21,416","-26,749","-27,675","-29,989","-1,482","-21,635","-30,376","-26,317","-28,474",-835,,,,,,
34180,NORTH CAROLINA           ,CHATHAM,"-5,001","-3,021","-1,113","-1,095","-1,322","-2,818","-2,783",-928,-617,"-1,758",,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"-3,001","-3,589","-2,060","-1,524",-742,"-1,227","-1,250","-1,910","-1,037",-263,,,,,,
34200,NORTH CAROLINA           ,CHOWAN,"-1,341",-347,"-1,775","-1,886",-435,-540,-815,"-1,835","-1,461",-450,,,,,,
34210,NORTH CAROLINA           ,CLAY,"-1,257",-667,"-2,029",-634,-530,-358,-641,-889,-674,-372,,,,,,
34220,NORTH CAROLINA           ,CLEVELAND,"-21,173","-20,704","-20,032","-20,977","-10,267","-23,857","-19,355","-30,202","-27,579","-11,615",,,,,,
34230,NORTH CAROLINA           ,COLUMBUS,"-22,403","-19,069","-19,481","-16,704","-7,330","-16,399","-18,628","-15,203","-17,548","-6,683",,,,,,
34240,NORTH CAROLINA           ,CRAVEN,"-6,438","-6,724","-11,591","-7,951","-3,069","-8,103","-8,297","-10,081","-10,681","-4,160",,,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"2,657","-23,698","-21,000","-31,020","-23,712",-433,"-16,240","-26,819","-31,988","-23,291",,,,,,
34251,NORTH CAROLINA           ,CURRITUCK,"2,002","2,433","2,313",815,889,"1,644","1,385","1,073","1,611","1,399",,,,,,
34270,NORTH CAROLINA           ,DARE,"-1,149","-1,562",-362,"-1,821",-367,-822,"-1,520","-1,286",-650,-113,,,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"-19,819","-16,039","-12,566","-16,102","-9,308","-18,852","-16,948","-17,172","-18,214","-12,740",,,,,,
34290,NORTH CAROLINA           ,DAVIE,"-19,688","-13,212","-6,551","-7,207","-9,627","-12,680","-6,101","-9,776","-10,246","-9,413",,,,,,
34300,NORTH CAROLINA           ,DUPLIN,"-6,901","-6,784","-4,929","-6,719","-2,574","-6,633","-7,874","-9,077","-8,354","-3,368",,,,,,
34310,NORTH CAROLINA           ,DURHAM,"-22,527","-20,266","-15,577","-10,451","-10,616","-18,289","-23,383","-13,425","-8,512","-13,347",,,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,550,"-3,894","-2,833","2,303","-3,503","1,490","-1,586","-2,769",831,"-1,676",,,,,,
34330,NORTH CAROLINA           ,FORSYTH,"-88,712","-57,436","-68,917","-65,513","-69,622","-122,686","-96,068","-85,281","-94,601","-104,423",,,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-12,362","-7,893","-10,400","-7,414","-8,893","-8,143","-8,979","-12,037","-11,492","-9,475",,,,,,
34350,NORTH CAROLINA           ,GASTON,"-39,508","-38,195","-56,532","-35,144","-20,759","-41,301","-33,646","-46,901","-33,331","-24,161",,,,,,
34360,NORTH CAROLINA           ,GATES,"-1,258",-879,-523,-578,-213,-169,321,-212,"-1,159",-211,,,,,,
34370,NORTH CAROLINA           ,GRAHAM,"-1,080","-2,475","-1,055","-1,785",-279,"-1,077",-188,"-2,114","-2,060",-70,,,,,,
34380,NORTH CAROLINA           ,GRANVILLE,"-3,944","-8,080","-5,908","-7,028","-1,935","-5,445","-6,597","-5,396","-8,222","-2,906",,,,,,
34390,NORTH CAROLINA           ,GREENE,"1,094","2,325","2,404","1,530","3,651",846,"1,709","2,193","2,021","1,639",,,,,,
34400,NORTH CAROLINA           ,GUILFORD,"-26,100","-34,561","-52,582","-59,350","-38,295","-26,941","-34,002","-40,309","-55,794","-39,505",,,,,,
34410,NORTH CAROLINA           ,HALIFAX,"-7,486","-7,710","-5,755","-7,363","-4,771","-6,078","-3,853","-3,886","-6,032","-1,798",,,,,,
34420,NORTH CAROLINA           ,HARNETT,"-12,754","-12,703","-14,603","-17,270","-6,488","-15,093","-14,622","-13,828","-12,957","-7,898",,,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"-15,227","-15,471","-16,541","-8,006","-15,600","-15,749","-20,160","-18,811","-13,528","-12,393",,,,,,
34440,NORTH CAROLINA           ,HENDERSON,"-28,013","-23,104","-30,325","-18,799","-18,998","-24,867","-16,664","-22,563","-27,217","-25,623",,,,,,
34450,NORTH CAROLINA           ,HERTFORD,"-3,843","-5,529","-5,059","-4,612",-742,"-4,150","-1,795","-1,821","-3,223",-962,,,,,,
34460,NORTH CAROLINA           ,HOKE,-204,"-2,978","-1,635","-3,361","-5,291",231,"-2,923","-6,001","-5,332","-5,703",,,,,,
34470,NORTH CAROLINA           ,HYDE,-78,-218,-162,34,-148,-274,-93,0,-45,-69,,,,,,
34480,NORTH CAROLINA           ,IREDELL,"-15,221","-14,303","-16,526","-12,713","-6,471","-18,447","-13,043","-18,620","-20,866","-9,666",,,,,,
34490,NORTH CAROLINA           ,JACKSON,"-2,583","-3,602","-2,878","-2,927",-898,"-2,960","-3,247","-2,035","-2,880",-637,,,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-34,292","-37,079","-48,135","-28,625","-41,141","-26,844","-21,885","-32,888","-21,452","-34,319",,,,,,
34510,NORTH CAROLINA           ,JONES,"-1,556",-988,"-3,002","-1,504",-666,-676,"-1,536","-1,369","-2,900",-910,,,,,,
34520,NORTH CAROLINA           ,LEE,"-5,228","-4,939","-3,031","-5,670","-2,085","-5,592","-3,924","-4,132","-5,542","-4,556",,,,,,
34530,NORTH CAROLINA           ,LENOIR,"-9,990","-10,241","-11,009","-17,491","-4,827","-7,353","-6,638","-9,475","-10,567","-3,397",,,,,,
34540,NORTH CAROLINA           ,LINCOLN,"-12,638","-9,691","-11,924","-12,165","-4,117","-10,057","-10,229","-12,840","-13,103","-4,976",,,,,,
34550,NORTH CAROLINA           ,MCDOWELL,"-5,624","-8,887","-9,861","-7,397","-2,625","-4,673","-4,253","-6,347","-8,116","-2,654",,,,,,
34560,NORTH CAROLINA           ,MACON,"-3,560","-2,219","-2,580","-2,509",-969,"-3,581","-1,595","-1,389","-2,212",-551,,,,,,
34570,NORTH CAROLINA           ,MADISON,"-10,240","-8,649","-9,902","-10,872","-8,853","-9,829","-3,907","-9,155","-5,585","-2,660",,,,,,
34580,NORTH CAROLINA           ,MARTIN,"-5,625","-4,250","-6,423","-4,407","-2,263","-3,299","-2,515","-2,937","-2,860","-2,010",,,,,,
34590,NORTH CAROLINA           ,MECKLENBURG,"-61,902","-61,772","-79,349","-57,027","-42,053","-55,846","-43,433","-67,143","-48,020","-35,813",,,,,,
34600,NORTH CAROLINA           ,MITCHELL,"-1,962","-2,602","-4,884","-2,539","-1,677","-2,212","-2,297","-2,198","-2,304","-1,443",,,,,,
34610,NORTH CAROLINA           ,MONTGOMERY,"-4,572","-4,788","-8,236","-6,647","-1,384","-7,188","-8,215","-7,906","-10,889","-2,638",,,,,,
34620,NORTH CAROLINA           ,MOORE,"-5,693","-6,314","-6,030","-5,462","-1,871","-3,742","-4,184","-4,061","-6,623","-1,384",,,,,,
34630,NORTH CAROLINA           ,NASH,"1,369","-6,972","-7,415","3,755","-6,373","-1,611","-2,349","-6,794","1,055","-5,712",,,,,,
34640,NORTH CAROLINA           ,NEW HANOVER,"-40,684","-17,635","1,696","8,041","-4,791","-55,290","-18,032","2,185","6,338","-5,938",,,,,,
34650,NORTH CAROLINA           ,NORTHAMPTON,"-3,206","-5,176","-4,831","-1,840",-351,-976,"-1,441","-2,253","-1,605","-1,005",,,,,,
34660,NORTH CAROLINA           ,ONSLOW,"-9,300","-6,575","-9,257","-3,594","6,677","-6,753","-3,448","-10,973","-4,076","10,140",,,,,,
34670,NORTH CAROLINA           ,ORANGE,"-5,339","-8,028","-5,496","-1,800","-1,891","-8,895","-9,055","-5,010","-5,182","-5,342",,,,,,
34680,NORTH CAROLINA           ,PAMLICO,-855,-578,-283,-470,-472,-453,-51,-235,-430,-110,,,,,,
34690,NORTH CAROLINA           ,PASQUOTANK,"-5,026","-2,589","-2,089","-2,334","-1,177","-2,874","-3,089","-1,627","-1,145",-737,,,,,,
34700,NORTH CAROLINA           ,PENDER,"-13,672","-6,337",698,"1,384",-978,"-15,814","-9,190",59,"3,057","-2,036",,,,,,
34710,NORTH CAROLINA           ,PERQUIMANS,"-1,235","-1,704",-739,"-1,202",-261,98,-177,-199,-65,-111,,,,,,
34720,NORTH CAROLINA           ,PERSON,"-4,027","-2,781","-2,023","-2,064","-1,897","-6,221","-3,621","-3,454","-1,407","-1,294",,,,,,
34730,NORTH CAROLINA           ,PITT,"14,324","11,615","11,270","23,119","26,093","12,809","10,615","9,593","15,900","15,337",,,,,,
34740,NORTH CAROLINA           ,POLK,"-1,386","-2,905","-1,768","-2,530",-876,-457,"-2,784","-4,287","-3,154",-696,,,,,,
34750,NORTH CAROLINA           ,RANDOLPH,"-8,816","-15,658","-17,007","-22,010","-9,338","-12,458","-17,784","-22,120","-22,639","-13,936",,,,,,
34760,NORTH CAROLINA           ,RICHMOND,"-8,720","-8,983","-5,352","-7,034","-2,798","-6,354","-5,653","-7,423","-7,201","-1,847",,,,,,
34770,NORTH CAROLINA           ,ROBESON,"-30,070","-29,344","-36,534","-26,026","-10,148","-24,299","-37,237","-35,298","-31,371","-14,346",,,,,,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-8,347","-11,791","-17,051","-19,925","-7,411","-8,042","-11,224","-12,408","-17,779","-8,187",,,,,,
34790,NORTH CAROLINA           ,ROWAN,"-19,222","-17,777","-18,354","-20,702","-8,420","-18,506","-10,314","-18,827","-18,486","-10,983",,,,,,
34800,NORTH CAROLINA           ,RUTHERFORD,"-12,105","-8,173","-11,603","-12,004","-5,537","-11,390","-6,634","-8,539","-9,244","-4,666",,,,,,
34810,NORTH CAROLINA           ,SAMPSON,"-6,977","-8,512","-9,580","-10,029","-4,463","-11,562","-7,363","-7,870","-10,057","-3,710",,,,,,
34820,NORTH CAROLINA           ,SCOTLAND,"-5,524","-11,017","-12,835","-7,908","-1,895","-5,225","-5,274","-8,977","-8,748","-3,115",,,,,,
34830,NORTH CAROLINA           ,STANLY,"-8,049","-9,655","-14,420","-12,417","-5,433","-6,511","-12,261","-11,980","-10,694","-3,634",,,,,,
34840,NORTH CAROLINA           ,STOKES,"-14,787","-10,365","-7,716","-9,650","-10,545","-11,701","-15,812","-12,111","-6,624","-13,821",,,,,,
34850,NORTH CAROLINA           ,SURRY,"-10,106","-13,176","-15,352","-16,124","-13,715","-12,399","-18,078","-14,907","-18,727","-16,533",,,,,,
34860,NORTH CAROLINA           ,SWAIN,"-1,592","-3,397",-958,"-2,017",-573,"-1,594","-2,018","-3,082","-1,291",-538,,,,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-4,194","-3,327","-2,078","-4,007","-1,684","-4,789","-6,770","-5,417","-2,471",-591,,,,,,
34880,NORTH CAROLINA           ,TYRRELL,-819,-622,-694,-168,-331,"-1,003","-1,600",-14,-684,-75,,,,,,
34890,NORTH CAROLINA           ,UNION,"-8,411","-5,588","-13,656","-10,648","-9,353","-5,331","-5,693","-9,683","-6,913","-5,995",,,,,,
34900,NORTH CAROLINA           ,VANCE,"-4,558","-6,041","-6,341","-5,936","-3,899","-3,871","-1,673","-8,847","-8,049","-2,713",,,,,,
34910,NORTH CAROLINA           ,WAKE,"-76,620","-67,971","-70,404","-46,843","-74,699","-65,925","-54,300","-67,930","-49,812","-68,224",,,,,,
34920,NORTH CAROLINA           ,WARREN,"-3,682","-2,887","-1,972","-2,975","-1,057","-1,835","-1,792","-1,970","-1,217","-2,063",,,,,,
34930,NORTH CAROLINA           ,WASHINGTON,-824,"-3,485","-2,597","-3,662",-512,"-1,495","-2,276","-1,221","-1,071",-278,,,,,,
34940,NORTH CAROLINA           ,WATAUGA,"-1,845","-3,199","-2,678","-2,808",-380,"-1,074",-603,-488,"-1,137","-1,013",,,,,,
34950,NORTH CAROLINA           ,WAYNE,"-29,298","-24,420","-35,821","-36,054","-36,243","-20,474","-21,009","-24,842","-24,930","-27,447",,,,,,
34960,NORTH CAROLINA           ,WILKES,"-9,233","-10,106","-12,778","-13,071","-4,327","-11,784","-11,892","-9,195","-10,298","-6,155",,,,,,
34970,NORTH CAROLINA           ,WILSON,"-11,660","-19,320","-19,596","-16,959","-4,881","-12,858","-12,844","-18,762","-13,977","-6,950",,,,,,
34980,NORTH CAROLINA           ,YADKIN,"-15,941","-14,856","-12,580","-12,016","-11,823","-24,736","-16,033","-18,611","-16,656","-10,620",,,,,,
34981,NORTH CAROLINA           ,YANCEY,"-1,451","-1,878","-8,627","-4,500","-1,061","-1,785","-2,115","-1,764","-3,007","-1,450",,,,,,
35000,NORTH DAKOTA             ,ADAMS,-52,0,0,0,0,-30,0,0,0,0,,,,,,
35010,NORTH DAKOTA             ,BARNES,-738,0,-191,-119,20,-214,-62,-97,-103,92,,,,,,
35020,NORTH DAKOTA             ,BENSON,-374,-229,-179,-359,18,0,-9,-43,-461,5,,,,,,
35030,NORTH DAKOTA             ,BILLINGS,0,0,-87,0,0,-85,0,0,0,0,,,,,,
35040,NORTH DAKOTA             ,BOTTINEAU,-214,4,0,0,6,-103,0,0,0,0,,,,,,
35050,NORTH DAKOTA             ,BOWMAN,0,0,0,0,0,0,0,0,0,0,,,,,,
35060,NORTH DAKOTA             ,BURKE,-21,0,0,0,0,0,0,0,0,0,,,,,,
35070,NORTH DAKOTA             ,BURLEIGH,-2,247,944,"-2,817",-422,49,164,200,"-3,572",-370,,,,,,
35080,NORTH DAKOTA             ,CASS,-833,-932,-733,-545,918,"-1,338",423,-190,-529,673,,,,,,
35090,NORTH DAKOTA             ,CAVALIER,0,0,0,-35,62,0,0,0,0,12,,,,,,
35100,NORTH DAKOTA             ,DICKEY,0,-19,-69,-99,41,-176,0,-20,-263,19,,,,,,
35110,NORTH DAKOTA             ,DIVIDE,0,0,0,0,0,0,0,0,0,-9,,,,,,
35120,NORTH DAKOTA             ,DUNN,0,-55,0,0,5,-32,-56,0,0,6,,,,,,
35130,NORTH DAKOTA             ,EDDY,0,0,0,0,0,0,0,-130,0,6,,,,,,
35140,NORTH DAKOTA             ,EMMONS,-42,-16,0,-142,0,-40,0,0,0,0,,,,,,
35150,NORTH DAKOTA             ,FOSTER,0,0,0,-98,3,0,0,0,0,0,,,,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,0,0,-55,0,33,0,0,0,0,10,,,,,,
35170,NORTH DAKOTA             ,GRAND FORKS,"-3,520","-1,880",-992,"-3,562","-2,915",-929,-941,"-1,016","-1,521","-1,717",,,,,,
35180,NORTH DAKOTA             ,GRANT,0,0,0,0,3,0,0,0,-59,0,,,,,,
35190,NORTH DAKOTA             ,GRIGGS,-32,0,0,0,12,0,0,0,0,0,,,,,,
35200,NORTH DAKOTA             ,HETTINGER,0,248,0,0,80,0,0,0,0,0,,,,,,
35210,NORTH DAKOTA             ,KIDDER,-11,-16,3,-75,33,0,0,1,-5,20,,,,,,
35220,NORTH DAKOTA             ,LAMOURE,0,0,0,-44,70,0,0,0,0,9,,,,,,
35230,NORTH DAKOTA             ,LOGAN,-15,0,-95,-338,36,-68,-40,0,-88,10,,,,,,
35240,NORTH DAKOTA             ,MCHENRY,0,-88,0,0,16,0,0,0,0,0,,,,,,
35250,NORTH DAKOTA             ,MCINTOSH,-237,0,0,0,85,-47,0,0,0,0,,,,,,
35260,NORTH DAKOTA             ,MCKENZIE,-152,-9,-43,0,0,-27,0,0,0,0,,,,,,
35270,NORTH DAKOTA             ,MCLEAN,-78,-228,0,-431,3,0,-39,-72,0,6,,,,,,
35280,NORTH DAKOTA             ,MERCER,-260,0,-24,-59,0,0,0,0,0,5,,,,,,
35290,NORTH DAKOTA             ,MORTON,118,-312,307,"-1,079",-258,227,14,385,"-1,017",-86,,,,,,
35300,NORTH DAKOTA             ,MOUNTRAIL,-7,-28,0,0,1,0,0,0,0,17,,,,,,
35310,NORTH DAKOTA             ,NELSON,0,0,0,-106,67,0,-99,0,0,17,,,,,,
35320,NORTH DAKOTA             ,OLIVER,-141,-7,0,-255,35,-107,-68,0,0,6,,,,,,
35330,NORTH DAKOTA             ,PEMBINA,-123,40,-44,-211,14,-593,-68,0,-280,30,,,,,,
35340,NORTH DAKOTA             ,PIERCE,0,0,0,-39,0,0,0,0,0,0,,,,,,
35350,NORTH DAKOTA             ,RAMSEY,-169,-166,-317,-899,5,-7,-133,-189,-324,156,,,,,,
35360,NORTH DAKOTA             ,RANSOM,645,-52,-123,-531,164,-243,"-1,306",-700,"-2,058",160,,,,,,
35370,NORTH DAKOTA             ,RENVILLE,-202,30,-42,0,0,0,0,0,0,0,,,,,,
35380,NORTH DAKOTA             ,RICHLAND,-350,-62,-229,-191,211,-512,-63,-384,"-3,564",101,,,,,,
35390,NORTH DAKOTA             ,ROLETTE,-82,-244,-128,-415,0,-512,-38,0,-106,9,,,,,,
35400,NORTH DAKOTA             ,SARGENT,-7,-529,-229,-281,6,-95,0,-19,0,19,,,,,,
35410,NORTH DAKOTA             ,SHERIDAN,-33,-68,0,0,7,0,0,0,0,0,,,,,,
35420,NORTH DAKOTA             ,SIOUX,0,0,0,0,0,0,0,0,0,-20,,,,,,
35430,NORTH DAKOTA             ,SLOPE,0,0,0,0,0,0,0,0,0,0,,,,,,
35440,NORTH DAKOTA             ,STARK,-277,-204,-977,"-2,835",86,-534,-372,-92,-640,22,,,,,,
35450,NORTH DAKOTA             ,STEELE,-40,0,0,0,0,0,0,0,0,5,,,,,,
35460,NORTH DAKOTA             ,STUTSMAN,-404,-82,-187,"-1,184",139,-160,-236,-189,-691,60,,,,,,
35470,NORTH DAKOTA             ,TOWNER,0,0,0,0,25,0,0,0,0,0,,,,,,
35480,NORTH DAKOTA             ,TRAILL,-32,-110,-31,-104,16,-59,-135,-193,"-1,050",18,,,,,,
35490,NORTH DAKOTA             ,WALSH,-251,-32,-55,"-1,421",19,-191,-281,-276,"-1,107",-307,,,,,,
35500,NORTH DAKOTA             ,WARD,-779,-557,-494,-969,335,-867,-866,"-1,241","-2,403",151,,,,,,
35510,NORTH DAKOTA             ,WELLS,-43,0,0,0,0,0,0,0,"-1,582",0,,,,,,
35520,NORTH DAKOTA             ,WILLIAMS,"-1,216",-678,-151,-189,73,-162,11,-288,-316,43,,,,,,
36000,OHIO                     ,ADAMS,"-2,162","-4,573","-1,673",-551,"-1,783","-2,207","-2,637","-2,069",-919,"-2,184",,,,,,
36010,OHIO                     ,ALLEN,"3,378","-3,002","-5,827","-4,231","-3,056","3,899","-3,213","-5,393","-4,312","-3,040",,,,,,
36020,OHIO                     ,ASHLAND,"-2,023","-1,388","-2,940","-1,263","-2,000",-997,"-1,682","-2,481","-1,367","-1,005",,,,,,
36030,OHIO                     ,ASHTABULA,"-5,251","-9,768","-7,768","-3,082","-4,686","-9,439","-14,629","-8,853","-4,788","-8,753",,,,,,
36040,OHIO                     ,ATHENS,"-3,011","-2,749","-3,392","-3,164","-4,627","-3,722","-2,568","-2,678","-1,742","-2,215",,,,,,
36050,OHIO                     ,AUGLAIZE,"-1,105","-1,922",-720,-768,"-1,250","-1,295","-1,812","-1,117","-1,051","-1,103",,,,,,
36060,OHIO                     ,BELMONT,-544,-687,-988,273,"3,800","-1,377",-116,"-2,359",117,"3,717",,,,,,
36070,OHIO                     ,BROWN,"-2,166","-8,429","-8,527","-1,237","-7,727","-2,726","-9,999","-10,682","-3,320","-10,514",,,,,,
36080,OHIO                     ,BUTLER,"-20,225","-36,336","-25,974","-9,523","-36,706","-24,044","-43,110","-37,552","-12,919","-52,888",,,,,,
36090,OHIO                     ,CARROLL,-329,-92,4,25,311,-995,-582,23,221,206,,,,,,
36100,OHIO                     ,CHAMPAIGN,"-1,603","-1,843",-584,-272,"-1,250","-1,272","-2,840","-1,434","-1,150","-1,037",,,,,,
36110,OHIO                     ,CLARK,"24,126","20,212","15,690","3,178",674,"20,972","25,160","21,582","2,633",572,,,,,,
36120,OHIO                     ,CLERMONT,"-8,069","-16,596","-11,631","-2,884","-14,844","-6,077","-17,041","-20,668","-4,526","-22,117",,,,,,
36130,OHIO                     ,CLINTON,"-3,169","-4,136","-1,672","-1,366","-2,837",-796,"-3,213","-2,656","-1,049","-3,665",,,,,,
36140,OHIO                     ,COLUMBIANA,"-5,795","-6,269","-1,487","-1,905","-5,174","-5,799","-5,481","-4,233","-4,438","-6,377",,,,,,
36150,OHIO                     ,COSHOCTON,"-2,512","-3,013","-1,869",-547,"-2,156","-2,766","-2,863","-1,850","-2,339","-1,651",,,,,,
36160,OHIO                     ,CRAWFORD,"-2,382","-2,904","-1,705","-1,174","-1,467","-4,064","-3,273","-3,304","-1,894","-3,254",,,,,,
36170,OHIO                     ,CUYAHOGA,"-117,317","-96,966","-76,854","61,246","2,892","-129,304","-100,456","-85,978","78,265","3,721",,,,,,
36190,OHIO                     ,DARKE,"-2,079","-3,063","-1,687","-1,076","-1,189","-1,029","-2,506","-3,922","-2,527","-2,643",,,,,,
36200,OHIO                     ,DEFIANCE,"-4,276","-2,335","-3,396","-1,049","-1,273","-3,467","-2,923","-4,210","-2,437","-6,048",,,,,,
36210,OHIO                     ,DELAWARE,"-5,861","-3,781","-4,623","-7,419","-7,025","-7,501","-9,142","-6,917","-9,995","-13,427",,,,,,
36220,OHIO                     ,ERIE,"-16,776","-15,992","-22,349","-20,360","-16,377","-10,706","-4,092","-9,191","-16,583","-14,969",,,,,,
36230,OHIO                     ,FAIRFIELD,"-16,542","-9,230","-7,025","-15,998","-14,377","-10,140","-8,223","-8,849","-14,804","-15,766",,,,,,
36240,OHIO                     ,FAYETTE,-435,"-2,252","-1,477",-651,"-1,143",-853,-441,-352,-321,-886,,,,,,
36250,OHIO                     ,FRANKLIN,"-92,542","-96,616","-72,371","-116,457","-128,850","-185,814","-204,395","-169,923","-328,163","-363,201",,,,,,
36260,OHIO                     ,FULTON,"-3,963",-756,"-3,137","-5,333","-5,052","-5,043","-6,289","-4,971","-6,922","-8,182",,,,,,
36270,OHIO                     ,GALLIA,"-3,296","-1,288","-1,340","-1,026","-1,601","-9,710","-7,682","-3,967","-2,472","-2,819",,,,,,
36280,OHIO                     ,GEAUGA,"-3,136","-4,856","-1,855","2,191",-216,"-3,182","-2,936","-3,035","2,206",25,,,,,,
36290,OHIO                     ,GREENE,"3,322","-1,847","-1,403","-2,503",148,"2,266","-2,479","-2,759","-4,299",38,,,,,,
